Date,Close,Percent_Change,Year,Month
2016-11-01,8224.5,-4.78698772864089,2016,11
2016-12-01,8185.7998046875,-0.4705476966684885,2016,12
2017-01-01,8561.2998046875,4.587212110720995,2017,1
2017-02-01,8879.599609375,3.7178911140715254,2017,2
2017-03-01,9173.75,3.312653763289486,2017,3
2017-04-01,9304.0498046875,1.4203548678294098,2017,4
2017-05-01,9621.25,3.409270177731538,2017,5
2017-06-01,9520.900390625,-1.042999707678316,2017,6
2017-07-01,10077.099609375,5.841876250461309,2017,7
2017-08-01,9917.900390625,-1.57981189946651,2017,8
2017-09-01,9788.599609375,-1.3037112307784704,2017,9
2017-10-01,10335.2998046875,5.5850705629935105,2017,10
2017-11-01,10226.5498046875,-1.0522191136698056,2017,11
2017-12-01,10530.7001953125,2.9741251588643047,2017,12
2018-01-01,11027.7001953125,4.719534226425215,2018,1
2018-02-01,10492.849609375,-4.850064623309647,2018,2
2018-03-01,10113.7001953125,-3.6134074934586202,2018,3
2018-04-01,10739.349609375,6.186157410049353,2018,4
2018-05-01,10736.150390625,-0.02978968807577642,2018,5
2018-06-01,10714.2998046875,-0.20352347109985347,2018,6
2018-07-01,11356.5,5.993860607032264,2018,7
2018-08-01,11680.5,2.8529916787742637,2018,8
2018-09-01,10930.4501953125,-6.421384398677288,2018,9
2018-10-01,10386.599609375,-4.975555226176587,2018,10
2018-11-01,10876.75,4.7190650362856745,2018,11
2018-12-01,10862.5498046875,-0.1305554996896996,2018,12
2019-01-01,10830.9501953125,-0.2909041610227092,2019,1
2019-02-01,10792.5,-0.3550029740616911,2019,2
2019-03-01,11623.900390625,7.703501418809355,2019,3
2019-04-01,11748.150390625,1.0689183133417934,2019,4
2019-05-01,11922.7998046875,1.486612004915,2019,5
2019-06-01,11788.849609375,-1.1234793631260787,2019,6
2019-07-01,11118.0,-5.690543450834351,2019,7
2019-08-01,11023.25,-0.852221622593996,2019,8
2019-09-01,11474.4501953125,4.093168487628418,2019,9
2019-10-01,11877.4501953125,3.512150849411788,2019,10
2019-11-01,12056.0498046875,1.5036864515372672,2019,11
2019-12-01,12168.4501953125,0.9323152479122854,2019,12
2020-01-01,11962.099609375,-1.695783625896663,2020,1
2020-02-01,11201.75,-6.35632233641571,2020,2
2020-03-01,8597.75,-23.24636775503828,2020,3
2020-04-01,9859.900390625,14.680008032624814,2020,4
2020-05-01,9580.2998046875,-2.8357343873711915,2020,5
2020-06-01,10302.099609375,7.534208943381238,2020,6
2020-07-01,11073.4501953125,7.487314384298549,2020,7
2020-08-01,11387.5,2.836061021166114,2020,8
2020-09-01,11247.5498046875,-1.228980858946216,2020,9
2020-10-01,11642.400390625,3.5105475663058883,2020,10
2020-11-01,12968.9501953125,11.39412629852259,2020,11
2020-12-01,13981.75,7.809420110608234,2020,12
2021-01-01,13634.599609375,-2.4828822616982826,2021,1
2021-02-01,14529.150390625,6.560887791929848,2021,2
2021-03-01,14690.7001953125,1.11190124917242,2021,3
2021-04-01,14631.099609375,-0.4057028265849305,2021,4
2021-05-01,15582.7998046875,6.504638890590897,2021,5
2021-06-01,15721.5,0.8900852032429851,2021,6
2021-07-01,15763.0498046875,0.2642865164742547,2021,7
2021-08-01,17132.19921875,8.685815441979706,2021,8
2021-09-01,17618.150390625,2.836478642760354,2021,9
2021-10-01,17671.650390625,0.3036641123716821,2021,10
2021-11-01,16983.19921875,-3.8957944315163195,2021,11
2021-12-01,17354.05078125,2.1836378277336976,2021,12
2022-01-01,17339.849609375,-0.08183202904040732,2022,1
2022-02-01,16793.900390625,-3.148523378512036,2022,2
2022-03-01,17464.75,3.994602765117583,2022,3
2022-04-01,17102.55078125,-2.0738872228345695,2022,4
2022-05-01,16584.55078125,-3.0287879663418282,2022,5
2022-06-01,15780.25,-4.84969892678262,2022,6
2022-07-01,17158.25,8.732434530504896,2022,7
2022-08-01,17759.30078125,3.5029841694228736,2022,8
2022-09-01,17094.349609375,-3.7442418486264173,2022,9
2022-10-01,18012.19921875,5.36931577011639,2022,10
2022-11-01,18758.349609375,4.142472451938506,2022,11
2022-12-01,18105.30078125,-3.4813767827347686,2022,12
2023-01-01,17662.150390625,-2.4476278852209377,2023,1
2023-02-01,17303.94921875,-2.028072255941904,2023,2
2023-03-01,17359.75,0.3224742545449466,2023,3
2023-04-01,18065.0,4.062558504586766,2023,4
2023-05-01,18534.400390625,2.598396848187101,2023,5
2023-06-01,19189.05078125,3.5320829205574666,2023,6
2023-07-01,19753.80078125,2.943084608186197,2023,7
2023-08-01,19253.80078125,-2.531158461791272,2023,8
2023-09-01,19638.30078125,1.9970083017293971,2023,9
2023-10-01,19079.599609375,-2.844956791824016,2023,10
2023-11-01,20133.150390625,5.521870494244152,2023,11
2023-12-01,21731.400390625,7.938399947303942,2023,12
2024-01-01,21725.69921875,-0.026234719219753178,2024,1
2024-02-01,21982.80078125,1.1833983335188147,2024,2
2024-03-01,22326.900390625,1.565312867996771,2024,3
2024-04-01,22604.849609375,1.2449073265302424,2024,4
2024-05-01,22530.69921875,-0.32802868369559146,2024,5
2024-06-01,24010.599609375,6.568373117304005,2024,6
2024-07-01,24951.150390625,3.917231541701116,2024,7
2024-08-01,25235.900390625,1.1412299454817587,2024,8
2024-09-01,25810.849609375,2.2782988118133174,2024,9
2024-10-01,24205.349609375,-6.2202524298806905,2024,10
2024-11-01,24131.099609375,-0.3067503721212228,2024,11
2024-12-01,23644.80078125,-2.0152369183212504,2024,12
2025-01-01,23508.400390625,-0.5768726574899463,2025,1
2025-02-01,22124.69921875,-5.885986068311189,2025,2
2025-03-01,23519.349609375,6.303590285390537,2025,3
2025-04-01,24334.19921875,3.464592443705139,2025,4
2025-05-01,24750.69921875,1.7115829300808905,2025,5
2025-06-01,25517.05078125,3.0962824756055607,2025,6
2025-07-01,24768.349609375,-2.9341211031532977,2025,7
2025-08-01,24426.849609375,-1.3787757577143567,2025,8
2025-09-01,24611.099609375,0.7542929315341729,2025,9
2025-10-01,25722.099609375,4.514223328634981,2025,10
2025-11-01,26202.94921875,1.869402640831641,2025,11
2025-12-01,26129.599609375,-0.27992883076883857,2025,12
2026-01-01,25683.30078125,-1.7080201564392605,2026,1
